customer_id,name,gender,birth_date,age,education,marital,occupation,monthly_income,reg_channel,reg_time,status,is_test_data
C00000918,周建军,2,1984-11-21,41,硕士,已婚,个体经营者,26465.63,REFERRAL,2025-01-05 12:35:29,ACTIVE,1
C00000919,刘秀云,2,1991-04-15,34,大专,已婚,工人,5217.25,BYTEDANCE_AD,2025-01-06 13:48:53,ACTIVE,1
C00000920,翁萍,2,2002-05-15,23,本科,未婚,公务员,8277.95,TENCENT_AD,2025-01-14 11:09:14,ACTIVE,1
C00000921,张秀荣,2,1983-03-16,42,大专,未婚,个体经营者,15622.00,BYTEDANCE_AD,2025-02-28 08:35:37,ACTIVE,1
C00000922,刘莹,2,1986-12-25,39,初中,未婚,运营/客服,8739.87,BYTEDANCE_AD,2025-01-29 22:42:49,ACTIVE,1
C00000923,刘霞,1,1988-05-03,37,高中,已婚,工人,3860.78,BAIDU_SEM,2025-02-13 13:45:54,ACTIVE,1
C00000924,谢鹏,2,1984-08-18,41,初中,已婚,公务员,7369.07,KUAISHOU_AD,2025-04-29 09:53:10,ACTIVE,1
C00000925,衡荣,2,1977-12-13,48,大专,已婚,医生/护士,5341.71,H5_PROMO,2025-02-11 21:02:38,ACTIVE,1
C00000926,路秀芳,2,1984-06-25,41,硕士,未婚,医生/护士,19941.93,H5_PROMO,2025-05-02 22:55:36,ACTIVE,1
C00000927,胡桂芝,1,1990-11-26,35,高中,已婚,公务员,8138.64,BYTEDANCE_AD,2025-06-19 16:33:19,ACTIVE,1
C00000928,豆丹丹,1,1993-07-23,32,高中,已婚,教师,11093.99,BYTEDANCE_AD,2025-02-12 22:35:32,ACTIVE,1
C00000929,梁健,2,1989-08-05,36,本科,已婚,服务员,6647.37,BAIDU_SEM,2025-01-30 12:15:38,ACTIVE,1
C00000930,李文,1,1992-02-22,33,本科,已婚,服务员,6046.79,BYTEDANCE_AD,2025-01-20 22:54:38,ACTIVE,1
C00000931,方楠,1,1987-09-18,38,本科,未婚,运营/客服,10724.34,H5_PROMO,2025-04-26 12:53:47,ACTIVE,1
C00000932,张利,1,1988-02-03,37,大专,未婚,医生/护士,10693.19,PARTNER_BANK1,2025-04-17 20:27:17,ACTIVE,1
C00000933,林瑞,2,1994-01-22,31,大专,未婚,公司职员,10043.68,BAIDU_SEM,2025-01-29 08:27:58,ACTIVE,1
C00000934,萧丹丹,1,1990-08-22,35,本科,未婚,学生,2015.02,BYTEDANCE_AD,2025-01-20 18:31:44,ACTIVE,1
C00000935,杨浩,2,2006-12-21,19,硕士,已婚,工人,6243.28,BAIDU_SEM,2025-03-24 19:36:53,ACTIVE,1
C00000936,尚晨,2,1982-09-05,43,初中,已婚,运营/客服,6225.68,BAIDU_SEM,2025-02-14 13:49:48,ACTIVE,1
C00000937,郭阳,1,1997-10-09,28,大专,离异,公司职员,7345.72,REFERRAL,2025-02-14 12:59:41,ACTIVE,1
C00000938,王荣,1,2003-07-03,22,本科,未婚,个体经营者,29953.26,BAIDU_SEM,2025-01-17 22:14:26,ACTIVE,1
C00000939,刘静,2,2003-12-04,22,大专,未婚,服务员,4015.76,WECHAT_MP,2025-01-10 13:34:18,ACTIVE,1
C00000940,靳欣,2,2000-03-22,25,硕士,已婚,工人,7435.24,APP_ORG,2025-02-13 21:01:46,ACTIVE,1
C00000941,刘瑜,2,2006-10-26,19,硕士,未婚,公务员,6974.26,REFERRAL,2025-04-05 20:39:12,ACTIVE,1
C00000942,王凤英,1,1998-10-25,27,本科,已婚,公司职员,13821.65,KUAISHOU_AD,2025-02-13 14:08:26,ACTIVE,1
C00000943,黄欣,1,1984-03-28,41,本科,已婚,个体经营者,18377.89,BAIDU_SEM,2025-01-07 13:01:57,ACTIVE,1
C00000944,杨凤兰,2,1984-07-16,41,本科,未婚,销售,10658.29,TENCENT_AD,2025-01-16 20:46:32,ACTIVE,1
C00000945,邓颖,2,1990-05-01,35,博士,未婚,个体经营者,11482.33,BYTEDANCE_AD,2025-02-01 21:37:17,ACTIVE,1
C00000946,蒋桂芝,2,1985-11-05,40,高中,未婚,销售,15818.15,TENCENT_AD,2025-04-23 12:05:01,ACTIVE,1
C00000947,张帅,1,1990-07-02,35,本科,离异,教师,9155.50,KUAISHOU_AD,2025-01-02 13:17:55,ACTIVE,1
C00000948,芦建,1,2004-03-16,21,大专,已婚,学生,1200.77,REFERRAL,2025-02-07 20:22:17,ACTIVE,1
C00000949,胡建华,2,1997-07-03,28,本科,未婚,工程师,19030.46,BAIDU_SEM,2025-03-13 20:55:48,ACTIVE,1
C00000950,徐勇,1,1984-03-27,41,本科,未婚,学生,1608.55,TENCENT_AD,2025-03-14 11:28:45,ACTIVE,1
C00000951,钟帅,1,1997-10-17,28,本科,未婚,运营/客服,5538.71,BAIDU_SEM,2025-04-21 22:59:06,ACTIVE,1
C00000952,朱柳,1,2000-12-23,25,大专,未婚,销售,6282.45,BYTEDANCE_AD,2025-05-10 20:28:34,ACTIVE,1
C00000953,高娟,2,1997-07-16,28,大专,未婚,自由职业,12146.34,TENCENT_AD,2025-04-21 14:50:08,ACTIVE,1
C00000954,唐红霞,1,1992-06-10,33,大专,已婚,学生,1433.42,REFERRAL,2025-03-06 12:59:10,ACTIVE,1
C00000955,杨秀珍,1,1988-08-05,37,本科,未婚,自由职业,16102.92,REFERRAL,2025-05-28 12:21:11,ACTIVE,1
C00000956,王建华,2,2004-03-20,21,大专,已婚,自由职业,9003.28,APP_ORG,2025-06-13 12:41:55,ACTIVE,1
C00000957,刘倩,1,1993-10-19,32,本科,已婚,医生/护士,17545.72,BAIDU_SEM,2025-05-01 12:22:57,ACTIVE,1
C00000958,苏玉珍,2,2003-07-28,22,本科,离异,学生,2705.30,APP_ORG,2025-03-21 20:48:52,ACTIVE,1
C00000959,沈秀英,1,2001-07-11,24,高中,未婚,自由职业,22849.46,REFERRAL,2025-06-08 19:58:59,ACTIVE,1
C00000960,宫畅,1,2002-01-17,23,本科,未婚,运营/客服,4490.99,KUAISHOU_AD,2025-01-04 12:19:43,ACTIVE,1
C00000961,韩琴,1,2001-05-15,24,大专,已婚,自由职业,24416.58,TENCENT_AD,2025-02-21 17:31:14,ACTIVE,1
C00000962,余玉珍,1,1984-10-16,41,大专,已婚,教师,11036.76,REFERRAL,2025-03-08 12:46:03,ACTIVE,1
C00000963,黄凤兰,1,1998-09-18,27,高中,离异,服务员,3646.73,H5_PROMO,2025-02-11 22:25:06,ACTIVE,1
C00000964,朱玉英,2,1988-09-18,37,本科,已婚,工程师,19975.71,REFERRAL,2025-03-24 11:02:37,ACTIVE,1
C00000965,刘颖,2,1984-09-17,41,本科,未婚,工程师,13703.50,REFERRAL,2025-01-04 21:05:18,ACTIVE,1
C00000966,史芳,2,1974-11-16,51,本科,已婚,工人,7194.34,TENCENT_AD,2025-02-10 15:26:26,ACTIVE,1
C00000967,欧阳凤英,1,1986-10-16,39,大专,未婚,个体经营者,9122.09,BAIDU_SEM,2025-04-12 17:29:20,ACTIVE,1
C00000968,庄波,1,2000-06-19,25,高中,已婚,教师,8064.13,BYTEDANCE_AD,2025-01-30 20:32:32,ACTIVE,1
C00000969,王浩,2,1993-09-04,32,高中,已婚,个体经营者,3923.37,BYTEDANCE_AD,2025-05-30 19:51:10,ACTIVE,1
C00000970,韩帅,1,1992-06-07,33,大专,已婚,自由职业,17990.17,WECHAT_MP,2025-01-14 21:10:33,ACTIVE,1
C00000971,吴燕,1,1996-06-27,29,大专,未婚,公司职员,5505.93,H5_PROMO,2025-01-19 00:45:48,ACTIVE,1
C00000972,陈燕,2,1991-05-18,34,本科,已婚,学生,2056.34,H5_PROMO,2025-01-06 22:58:41,ACTIVE,1
C00000973,刘瑜,2,2000-02-27,25,本科,已婚,工人,3845.04,APP_ORG,2025-02-28 14:04:50,ACTIVE,1
C00000974,贾帆,2,1992-12-18,33,本科,已婚,运营/客服,10255.19,TENCENT_AD,2025-01-10 19:46:37,ACTIVE,1
C00000975,马璐,1,1992-02-21,33,硕士,未婚,教师,7096.09,REFERRAL,2025-03-07 14:54:34,ACTIVE,1
C00000976,潘丹丹,1,1997-03-07,28,高中,已婚,教师,10634.90,BYTEDANCE_AD,2025-02-14 13:40:47,ACTIVE,1
C00000977,张颖,1,1995-05-20,30,本科,已婚,工人,5433.95,TENCENT_AD,2025-02-26 20:52:32,ACTIVE,1
C00000978,郑坤,1,1985-09-18,40,高中,已婚,个体经营者,10280.21,TENCENT_AD,2025-01-07 13:34:29,ACTIVE,1
C00000979,丁东,2,1984-04-02,41,高中,已婚,医生/护士,16416.94,TENCENT_AD,2025-02-07 22:45:03,ACTIVE,1
C00000980,黎建国,2,1997-01-16,28,高中,未婚,服务员,6050.06,REFERRAL,2025-06-04 06:58:22,ACTIVE,1
C00000981,宋欣,2,1995-05-15,30,大专,未婚,自由职业,17503.47,PARTNER_MALL,2025-03-22 21:18:55,ACTIVE,1
C00000982,黄淑珍,1,1993-07-07,32,大专,未婚,学生,1224.95,PARTNER_MALL,2025-02-12 11:31:46,ACTIVE,1
C00000983,张桂珍,2,1983-12-03,42,本科,已婚,教师,13604.89,BYTEDANCE_AD,2025-02-22 13:44:36,ACTIVE,1
C00000984,周玉华,1,2000-09-28,25,大专,已婚,公务员,12237.90,APP_ORG,2025-01-06 13:36:33,ACTIVE,1
C00000985,刘峰,1,1998-09-21,27,硕士,未婚,自由职业,10619.70,TENCENT_AD,2025-01-14 09:10:46,ACTIVE,1
C00000986,方倩,1,1990-01-28,35,大专,已婚,教师,13700.17,BYTEDANCE_AD,2025-01-09 14:49:22,ACTIVE,1
C00000987,张瑞,1,1991-07-12,34,大专,已婚,工人,5053.48,KUAISHOU_AD,2025-04-09 17:02:43,ACTIVE,1
C00000988,李琳,2,1990-10-23,35,本科,已婚,公务员,11486.33,TENCENT_AD,2025-01-01 22:55:59,ACTIVE,1
C00000989,张秀英,2,2003-02-05,22,大专,未婚,工程师,24963.46,REFERRAL,2025-03-23 13:47:18,ACTIVE,1
C00000990,魏岩,1,2006-06-22,19,本科,已婚,工人,3449.68,BAIDU_SEM,2025-02-18 14:52:06,ACTIVE,1
C00000991,李桂英,2,1995-09-24,30,硕士,未婚,工程师,22037.15,BYTEDANCE_AD,2025-01-16 13:01:35,ACTIVE,1
C00000992,冯晨,2,1982-09-09,43,大专,未婚,教师,14271.02,WECHAT_MP,2025-02-10 20:13:18,ACTIVE,1
C00000993,李桂英,1,2001-11-16,24,本科,已婚,公司职员,6213.67,BYTEDANCE_AD,2025-01-09 12:49:43,ACTIVE,1
C00000994,韩博,2,1990-01-08,35,大专,已婚,自由职业,19399.50,BYTEDANCE_AD,2025-05-26 17:13:14,ACTIVE,1
C00000995,李杨,1,1999-06-27,26,高中,已婚,工程师,23731.91,TENCENT_AD,2025-02-15 12:37:00,ACTIVE,1
C00000996,张春梅,2,1985-02-27,40,硕士,未婚,销售,18557.73,BYTEDANCE_AD,2025-04-09 20:14:40,ACTIVE,1
C00000997,黄丽,1,1994-09-03,31,大专,已婚,工程师,14738.54,TENCENT_AD,2025-01-24 19:13:54,ACTIVE,1
C00000998,李浩,2,1998-06-17,27,硕士,离异,工人,3040.97,BAIDU_SEM,2025-05-30 17:28:07,ACTIVE,1
C00000999,杨刚,2,1982-07-01,43,高中,已婚,自由职业,23052.78,BYTEDANCE_AD,2025-05-09 22:18:28,ACTIVE,1
C00001000,侯刚,2,1980-11-25,45,本科,未婚,工程师,14841.59,KUAISHOU_AD,2025-05-11 13:38:48,ACTIVE,1
C00001001,杨桂芝,2,2002-12-05,23,大专,离异,公务员,13727.45,BYTEDANCE_AD,2025-01-01 20:43:34,ACTIVE,1
C00001002,杨丽,1,2003-04-21,22,大专,已婚,医生/护士,10773.43,APP_ORG,2025-01-20 22:22:02,ACTIVE,1
C00001003,曾莉,1,2004-09-05,21,硕士,已婚,学生,2931.04,PARTNER_BANK1,2025-01-17 12:12:00,ACTIVE,1
C00001004,田瑞,1,1990-07-08,35,高中,已婚,公司职员,14664.47,REFERRAL,2025-03-18 09:34:32,ACTIVE,1
C00001005,杨桂香,1,1992-08-15,33,大专,已婚,教师,9256.12,BAIDU_SEM,2025-02-02 21:27:32,ACTIVE,1
C00001006,周玉梅,1,1986-04-21,39,高中,未婚,销售,19526.65,BAIDU_SEM,2025-02-10 02:53:30,ACTIVE,1
C00001007,李海燕,2,1993-09-27,32,本科,未婚,工人,3015.28,WECHAT_MP,2025-04-25 13:25:36,ACTIVE,1
C00001008,陶淑英,1,2000-10-28,25,本科,已婚,工程师,8815.15,BAIDU_SEM,2025-02-05 17:02:40,ACTIVE,1
C00001009,王宇,1,1998-10-23,27,本科,已婚,工程师,14856.44,BYTEDANCE_AD,2025-04-15 13:08:47,ACTIVE,1
C00001010,傅秀兰,2,1983-02-16,42,本科,未婚,医生/护士,8726.52,REFERRAL,2025-05-05 12:51:18,ACTIVE,1
C00001011,袁帆,1,2001-03-08,24,高中,未婚,自由职业,9793.50,BYTEDANCE_AD,2025-01-08 20:07:40,ACTIVE,1
C00001012,汤伟,1,1983-02-23,42,大专,已婚,工人,5105.78,PARTNER_MALL,2025-01-16 13:20:11,ACTIVE,1
C00001013,袁波,1,1975-01-25,50,大专,未婚,运营/客服,5241.23,TENCENT_AD,2025-05-09 12:41:11,ACTIVE,1
C00001014,张秀珍,1,1983-03-22,42,高中,已婚,自由职业,7840.95,REFERRAL,2025-05-07 13:01:56,ACTIVE,1
C00001015,石佳,1,1978-05-04,47,高中,未婚,公务员,10111.42,BAIDU_SEM,2025-02-18 21:22:13,ACTIVE,1
C00001016,伍杨,1,1987-05-27,38,本科,已婚,自由职业,11812.56,TENCENT_AD,2025-05-22 09:41:07,ACTIVE,1
C00001017,谢海燕,2,2001-01-19,24,初中,未婚,个体经营者,6099.42,BAIDU_SEM,2025-03-30 22:55:11,ACTIVE,1
C00001018,彭兵,1,1997-07-04,28,本科,已婚,医生/护士,17925.52,H5_PROMO,2025-02-09 12:20:42,ACTIVE,1
C00001019,江凤兰,2,1999-08-07,26,本科,未婚,学生,1914.01,BYTEDANCE_AD,2025-01-12 12:12:02,ACTIVE,1
C00001020,李玉华,1,1997-06-01,28,博士,未婚,工程师,19682.77,PARTNER_MALL,2025-05-27 12:08:26,ACTIVE,1
C00001021,严桂花,1,2002-01-12,23,硕士,未婚,工人,5801.65,WECHAT_MP,2025-05-13 15:12:45,ACTIVE,1
C00001022,朱建华,2,1996-10-23,29,大专,已婚,公务员,7664.02,APP_ORG,2025-05-05 08:32:54,ACTIVE,1
C00001023,常梅,1,2007-01-01,18,硕士,未婚,自由职业,18493.74,APP_ORG,2025-04-25 12:33:49,ACTIVE,1
C00001024,赵杨,2,1992-02-17,33,高中,未婚,自由职业,12391.54,H5_PROMO,2025-04-19 13:34:05,ACTIVE,1
C00001025,高瑞,2,1969-02-21,56,大专,未婚,公务员,7472.80,BYTEDANCE_AD,2025-03-17 15:14:53,ACTIVE,1
C00001026,胡佳,2,1998-12-21,27,大专,已婚,公司职员,9296.62,PARTNER_MALL,2025-05-31 00:52:09,ACTIVE,1
C00001027,赵玲,2,1988-11-20,37,本科,未婚,自由职业,12590.20,BYTEDANCE_AD,2025-03-24 22:29:50,ACTIVE,1
C00001028,杨柳,1,2005-10-22,20,硕士,已婚,销售,15255.11,TENCENT_AD,2025-03-31 11:14:10,ACTIVE,1
C00001029,邓秀芳,2,1996-09-16,29,高中,已婚,公司职员,10397.93,BYTEDANCE_AD,2025-01-11 02:59:05,ACTIVE,1
C00001030,钟涛,2,2007-01-11,18,大专,已婚,运营/客服,4618.31,TENCENT_AD,2025-03-01 21:16:51,ACTIVE,1
C00001031,梁凤英,1,2002-12-08,23,本科,已婚,自由职业,17555.76,BAIDU_SEM,2025-01-29 22:36:47,ACTIVE,1
C00001032,陈桂花,1,1992-09-04,33,高中,已婚,工程师,20704.85,BYTEDANCE_AD,2025-03-08 18:49:28,ACTIVE,1
C00001033,甘丽,1,1982-08-24,43,本科,已婚,运营/客服,11014.40,REFERRAL,2025-05-03 19:50:13,ACTIVE,1
C00001034,吴欣,2,1997-09-12,28,本科,未婚,工人,4394.95,WECHAT_MP,2025-04-28 20:29:10,ACTIVE,1
C00001035,张秀梅,1,1982-04-18,43,硕士,未婚,工人,4741.07,TENCENT_AD,2025-02-05 16:53:54,ACTIVE,1
C00001036,杨芳,2,1992-12-11,33,硕士,未婚,运营/客服,8721.64,TENCENT_AD,2025-01-13 21:57:18,ACTIVE,1
C00001037,彭荣,2,1973-05-28,52,硕士,已婚,公司职员,11662.04,TENCENT_AD,2025-05-12 02:37:45,ACTIVE,1
C00001038,林勇,2,1999-10-04,26,大专,未婚,个体经营者,12982.64,BAIDU_SEM,2025-05-29 22:31:18,ACTIVE,1
C00001039,葛林,1,1990-11-16,35,博士,未婚,销售,16598.89,PARTNER_BANK1,2025-04-19 13:37:38,ACTIVE,1
C00001040,徐红梅,1,1983-11-20,42,高中,未婚,教师,10756.65,APP_ORG,2025-01-03 14:37:21,ACTIVE,1
C00001041,郭玉,1,1969-03-14,56,大专,已婚,销售,9619.89,TENCENT_AD,2025-02-15 13:19:38,ACTIVE,1
C00001042,马洋,1,1985-01-07,40,大专,已婚,公司职员,9373.31,BAIDU_SEM,2025-02-04 13:17:07,ACTIVE,1
C00001043,吴龙,1,1981-09-08,44,本科,未婚,教师,11665.41,WECHAT_MP,2025-02-05 15:33:53,ACTIVE,1
C00001044,傅成,1,1994-06-19,31,本科,未婚,公司职员,11973.00,PARTNER_BANK1,2025-05-01 13:28:08,ACTIVE,1
C00001045,王明,2,1997-11-14,28,本科,离异,公务员,8681.49,REFERRAL,2025-05-16 13:20:40,ACTIVE,1
C00001046,余淑珍,1,2000-02-16,25,大专,未婚,学生,2593.71,REFERRAL,2025-01-25 21:18:44,ACTIVE,1
C00001047,吴健,1,1987-03-03,38,初中,未婚,服务员,3508.98,REFERRAL,2025-06-08 19:12:49,ACTIVE,1
C00001048,邓玉梅,2,1995-07-01,30,本科,未婚,销售,11045.63,TENCENT_AD,2025-02-04 20:55:09,ACTIVE,1
C00001049,向志强,2,2000-09-02,25,高中,离异,学生,1938.11,BAIDU_SEM,2025-01-14 10:07:06,ACTIVE,1
C00001050,王东,2,1987-09-08,38,本科,已婚,公司职员,5710.92,BYTEDANCE_AD,2025-01-23 15:41:01,ACTIVE,1
C00001051,刘秀云,2,1994-08-09,31,本科,已婚,医生/护士,5646.67,BYTEDANCE_AD,2025-05-01 12:11:49,ACTIVE,1
C00001052,孙明,2,1992-08-14,33,大专,已婚,公务员,8362.98,BYTEDANCE_AD,2025-02-27 12:18:57,ACTIVE,1
C00001053,吴秀兰,1,2007-06-02,18,本科,未婚,个体经营者,18677.72,BYTEDANCE_AD,2025-01-31 06:57:53,ACTIVE,1
C00001054,朱文,1,1997-04-21,28,本科,未婚,销售,6867.20,BYTEDANCE_AD,2025-01-30 14:54:54,ACTIVE,1
C00001055,张桂兰,1,1983-12-10,42,大专,未婚,公务员,7441.03,REFERRAL,2025-03-24 10:43:41,ACTIVE,1
C00001056,张建军,2,1998-10-04,27,本科,未婚,公务员,10941.12,BAIDU_SEM,2025-03-26 20:07:08,ACTIVE,1
C00001057,高兵,1,1985-11-07,40,本科,离异,服务员,5866.13,TENCENT_AD,2025-04-15 13:06:11,ACTIVE,1
C00001058,范畅,1,1995-04-01,30,硕士,未婚,公司职员,8962.66,TENCENT_AD,2025-04-17 15:49:07,ACTIVE,1
C00001059,卢红,1,2007-12-22,18,本科,已婚,自由职业,16683.33,BYTEDANCE_AD,2025-04-08 13:45:19,ACTIVE,1
C00001060,毛桂珍,1,1985-08-24,40,大专,已婚,公务员,12722.00,BYTEDANCE_AD,2025-02-01 20:57:24,ACTIVE,1
C00001061,王龙,2,1996-11-19,29,本科,已婚,个体经营者,3412.86,BYTEDANCE_AD,2025-05-09 12:46:24,ACTIVE,1
C00001062,顾成,2,2003-10-24,22,硕士,已婚,公务员,9727.63,TENCENT_AD,2025-02-13 21:29:36,ACTIVE,1
C00001063,林超,2,1995-11-17,30,大专,已婚,服务员,4125.02,BAIDU_SEM,2025-01-18 21:04:02,ACTIVE,1
C00001064,邓凤英,2,1969-10-13,56,大专,已婚,医生/护士,14131.76,PARTNER_BANK1,2025-02-09 12:58:51,ACTIVE,1
C00001065,萧芳,2,1984-08-23,41,高中,已婚,工人,5730.57,BYTEDANCE_AD,2025-04-27 21:41:56,ACTIVE,1
C00001066,董强,2,1993-03-07,32,硕士,未婚,销售,13684.36,BAIDU_SEM,2025-04-15 09:44:15,ACTIVE,1
C00001067,张瑜,1,1993-08-14,32,大专,已婚,个体经营者,17630.35,TENCENT_AD,2025-01-15 21:17:52,ACTIVE,1
C00001068,陈丹丹,1,1985-09-18,40,大专,未婚,公务员,13185.85,BYTEDANCE_AD,2025-02-10 12:42:25,ACTIVE,1
C00001069,吴想,2,2000-09-03,25,高中,未婚,服务员,6859.47,WECHAT_MP,2025-04-01 09:59:24,ACTIVE,1
C00001070,傅倩,2,1982-01-07,43,初中,已婚,服务员,6321.56,BYTEDANCE_AD,2025-05-29 20:42:56,ACTIVE,1
C00001071,张红霞,2,1992-11-09,33,本科,未婚,运营/客服,5530.70,BAIDU_SEM,2025-02-05 13:18:41,ACTIVE,1
C00001072,傅红,2,1995-08-25,30,本科,未婚,工程师,14529.30,BYTEDANCE_AD,2025-01-29 13:30:04,ACTIVE,1
C00001073,马志强,2,1989-11-13,36,高中,离异,工人,5482.08,TENCENT_AD,2025-04-06 20:28:21,ACTIVE,1
C00001074,母坤,1,1996-09-24,29,大专,离异,个体经营者,28210.82,BAIDU_SEM,2025-02-26 09:09:23,ACTIVE,1
C00001075,曹霞,1,1987-01-16,38,本科,未婚,销售,16178.42,PARTNER_BANK1,2025-01-09 12:33:46,ACTIVE,1
C00001076,杨桂英,1,1994-05-12,31,大专,离异,学生,2248.08,H5_PROMO,2025-02-14 22:08:22,ACTIVE,1
C00001077,梅成,1,1999-04-10,26,高中,已婚,医生/护士,18235.50,TENCENT_AD,2025-03-08 13:40:26,ACTIVE,1
C00001078,欧阳桂芝,2,1982-10-27,43,本科,已婚,公司职员,12463.72,PARTNER_BANK1,2025-04-11 18:56:02,ACTIVE,1
C00001079,王玉兰,1,1993-07-03,32,本科,未婚,医生/护士,8414.04,BAIDU_SEM,2025-02-14 20:47:20,ACTIVE,1
C00001080,王淑华,2,1985-08-27,40,大专,未婚,公务员,6623.52,TENCENT_AD,2025-01-04 20:23:20,ACTIVE,1
C00001081,江淑英,1,1989-06-09,36,大专,离异,公务员,7313.35,BYTEDANCE_AD,2025-01-06 07:03:03,ACTIVE,1
C00001082,吴建,2,1998-05-18,27,大专,未婚,公司职员,9488.68,REFERRAL,2025-05-20 07:42:01,ACTIVE,1
C00001083,吴凯,1,1994-08-23,31,大专,已婚,工人,3894.10,TENCENT_AD,2025-01-10 21:41:12,ACTIVE,1
C00001084,李华,1,1994-02-01,31,大专,已婚,服务员,4721.24,BYTEDANCE_AD,2025-01-30 19:10:27,ACTIVE,1
C00001085,邵玉,1,1989-01-04,36,大专,未婚,工人,7359.42,BYTEDANCE_AD,2025-02-10 15:34:18,ACTIVE,1
C00001086,赵秀英,2,1993-06-05,32,硕士,已婚,工人,5878.95,APP_ORG,2025-04-18 09:14:56,ACTIVE,1
C00001087,杨荣,2,1977-03-24,48,硕士,未婚,自由职业,6006.26,BYTEDANCE_AD,2025-03-18 21:15:43,ACTIVE,1
C00001088,卢欣,1,1985-06-28,40,本科,已婚,个体经营者,26213.88,APP_ORG,2025-03-29 08:23:24,ACTIVE,1
C00001089,周旭,2,1998-01-24,27,大专,已婚,销售,7326.26,REFERRAL,2025-01-05 16:00:27,ACTIVE,1
C00001090,石洁,1,2003-06-18,22,本科,已婚,工人,5300.64,KUAISHOU_AD,2025-04-07 12:29:50,ACTIVE,1
C00001091,张伟,1,1999-12-25,26,大专,未婚,教师,8367.27,BAIDU_SEM,2025-01-26 21:33:05,ACTIVE,1
C00001092,熊洋,1,1994-07-13,31,大专,未婚,医生/护士,5281.69,BYTEDANCE_AD,2025-02-05 22:43:01,ACTIVE,1
C00001093,潘瑜,2,1983-10-08,42,硕士,已婚,公务员,6536.42,BAIDU_SEM,2025-05-20 17:00:45,ACTIVE,1
C00001094,白宁,1,1999-01-22,26,硕士,未婚,运营/客服,9171.74,PARTNER_MALL,2025-05-08 13:21:54,ACTIVE,1
C00001095,黄颖,1,1991-07-23,34,硕士,未婚,销售,7630.94,WECHAT_MP,2025-04-30 22:19:18,ACTIVE,1
C00001096,伍凯,2,1986-07-15,39,本科,未婚,教师,9317.77,BYTEDANCE_AD,2025-01-13 19:11:28,ACTIVE,1
C00001097,马俊,1,1981-10-07,44,本科,已婚,公司职员,13719.65,H5_PROMO,2025-06-18 11:14:32,ACTIVE,1
C00001098,王艳,2,2002-10-28,23,高中,未婚,学生,1123.00,BYTEDANCE_AD,2025-04-17 01:48:17,ACTIVE,1
C00001099,庞桂英,1,1981-04-25,44,大专,离异,医生/护士,16958.39,TENCENT_AD,2025-01-01 19:41:21,ACTIVE,1
C00001100,李红梅,1,1988-01-28,37,高中,已婚,个体经营者,27999.21,BAIDU_SEM,2025-02-05 07:09:08,ACTIVE,1
C00001101,王桂英,2,1996-03-28,29,大专,已婚,学生,1455.86,PARTNER_MALL,2025-01-04 13:53:35,ACTIVE,1
C00001102,许秀兰,1,1989-08-04,36,高中,未婚,运营/客服,9739.88,BAIDU_SEM,2025-04-03 16:35:54,ACTIVE,1
C00001103,孙桂英,2,1993-07-18,32,本科,已婚,公司职员,11186.66,PARTNER_MALL,2025-01-09 10:05:06,ACTIVE,1
C00001104,王慧,1,1994-01-06,31,大专,未婚,销售,10916.09,APP_ORG,2025-01-12 19:55:50,ACTIVE,1
C00001105,张明,2,2002-05-19,23,初中,未婚,自由职业,13884.35,PARTNER_BANK1,2025-01-06 12:07:08,ACTIVE,1
C00001106,王想,2,1989-04-27,36,大专,未婚,工程师,14047.32,PARTNER_BANK1,2025-02-07 21:48:47,ACTIVE,1
C00001107,刘丹丹,1,1990-08-14,35,高中,已婚,工人,3281.57,PARTNER_BANK1,2025-04-11 13:46:04,ACTIVE,1
C00001108,张凤英,2,1986-05-03,39,大专,未婚,教师,12874.41,H5_PROMO,2025-01-12 20:08:45,ACTIVE,1
C00001109,李岩,1,1993-06-13,32,大专,已婚,教师,8005.84,BAIDU_SEM,2025-04-29 12:18:23,ACTIVE,1
C00001110,张洋,2,1987-11-22,38,大专,未婚,医生/护士,18907.13,PARTNER_BANK1,2025-04-18 12:42:51,ACTIVE,1
C00001111,齐秀兰,1,1992-04-01,33,博士,未婚,教师,8052.69,TENCENT_AD,2025-02-25 22:45:04,ACTIVE,1
C00001112,孔琴,1,1999-05-24,26,初中,已婚,工程师,15933.66,APP_ORG,2025-03-23 20:48:44,ACTIVE,1
C00001113,蒋冬梅,1,1993-09-09,32,高中,已婚,运营/客服,7566.75,KUAISHOU_AD,2025-04-23 20:20:48,ACTIVE,1
C00001114,张秀梅,2,1997-08-25,28,本科,未婚,运营/客服,4566.68,TENCENT_AD,2025-04-15 13:56:44,ACTIVE,1
C00001115,王文,1,1983-09-14,42,初中,已婚,医生/护士,11788.73,TENCENT_AD,2025-01-02 12:48:14,ACTIVE,1
C00001116,李淑华,2,1992-02-19,33,本科,未婚,公司职员,13400.87,REFERRAL,2025-01-27 22:29:20,ACTIVE,1
C00001117,牛丽华,2,1987-02-10,38,硕士,未婚,个体经营者,18711.76,BAIDU_SEM,2025-02-02 12:09:41,ACTIVE,1
C00001118,范晨,2,1988-04-18,37,博士,已婚,教师,12224.90,BYTEDANCE_AD,2025-04-11 09:03:55,ACTIVE,1
