customer_id,id_type,id_number,id_issue_org,province,verified_at,is_test_data
C00001824,ID,43013519760927777X,湖南公安局,湖南,2025-04-25 19:32:20,1
C00001825,ID,370151200107050629,山东公安局,山东,2025-04-10 20:52:16,1
C00001826,ID,41014419900424992X,河南公安局,河南,2025-02-06 23:08:01,1
C00001827,ID,420186198803044059,湖北公安局,湖北,2025-05-04 10:11:52,1
C00001828,ID,330157199612048605,浙江公安局,浙江,2025-04-23 08:45:06,1
C00001829,ID,410197199204065490,河南公安局,河南,2025-02-02 23:23:15,1
C00001830,ID,110150198902112716,北京公安局,北京,2025-01-02 12:56:03,1
C00001831,ID,610181198807086399,陕西公安局,陕西,2025-02-02 14:06:18,1
C00001832,ID,500130199810120198,重庆公安局,重庆,2025-01-29 13:21:49,1
C00001833,ID,430138197612020755,湖南公安局,湖南,2025-04-17 21:02:05,1
C00001834,ID,510157197307110673,四川公安局,四川,2025-01-25 21:01:31,1
C00001835,ID,340186198205281206,安徽公安局,安徽,2025-04-28 13:52:17,1
C00001836,ID,430116198301152343,湖南公安局,湖南,2025-03-31 12:37:03,1
C00001837,ID,110198198701065839,北京公安局,北京,2025-02-02 12:31:04,1
C00001838,ID,360116199507058674,江西公安局,江西,2025-01-20 23:39:01,1
C00001839,ID,51014520010323792X,四川公安局,四川,2025-03-05 18:03:24,1
C00001840,ID,510112199610207773,四川公安局,四川,2025-02-23 02:46:56,1
C00001841,ID,220168198308053505,吉林公安局,吉林,2025-02-01 20:00:07,1
C00001842,ID,110107199308188748,北京公安局,北京,2025-01-03 20:48:25,1
C00001843,ID,430194199611023831,湖南公安局,湖南,2025-01-19 23:26:51,1
C00001844,ID,440145199708191916,广东公安局,广东,2025-06-25 10:12:18,1
C00001845,ID,210187200408237704,辽宁公安局,辽宁,2025-03-19 16:02:36,1
C00001846,ID,530105199602023990,云南公安局,云南,2025-04-07 10:15:00,1
C00001847,ID,370119198503148927,山东公安局,山东,2025-06-14 14:16:14,1
C00001848,ID,35010619820615572X,福建公安局,福建,2025-01-14 17:49:59,1
C00001849,ID,340193199503262802,安徽公安局,安徽,2025-03-20 21:51:01,1
C00001850,ID,330190199704083834,浙江公安局,浙江,2025-02-02 14:42:56,1
C00001851,ID,410164199704021403,河南公安局,河南,2025-01-27 14:17:08,1
C00001852,ID,11013620060412536X,北京公安局,北京,2025-02-05 13:04:51,1
C00001853,ID,310181198912060114,上海公安局,上海,2025-04-03 20:13:51,1
C00001854,ID,410147198710264312,河南公安局,河南,2025-04-26 21:32:03,1
C00001855,ID,610192199811056516,陕西公安局,陕西,2025-03-31 16:26:14,1
C00001856,ID,320144199109179778,江苏公安局,江苏,2025-04-10 22:34:57,1
C00001857,ID,510129198004243566,四川公安局,四川,2025-01-04 00:38:09,1
C00001858,ID,110115198502059099,北京公安局,北京,2025-01-07 14:39:21,1
C00001859,ID,410164199303288334,河南公安局,河南,2025-01-08 02:53:29,1
C00001860,ID,330164198604171602,浙江公安局,浙江,2025-01-31 11:42:03,1
C00001861,ID,420126199005206816,湖北公安局,湖北,2025-01-06 21:54:59,1
C00001862,ID,360127199402086088,江西公安局,江西,2025-04-25 22:50:17,1
C00001863,ID,500119200104121019,重庆公安局,重庆,2025-02-04 12:01:22,1
C00001864,ID,44016719761105237X,广东公安局,广东,2025-04-23 21:07:44,1
C00001865,ID,210184198402104426,辽宁公安局,辽宁,2025-01-01 13:36:52,1
C00001866,ID,420174199610164803,湖北公安局,湖北,2025-02-05 16:38:10,1
C00001867,ID,500173199606061434,重庆公安局,重庆,2025-01-14 13:13:01,1
C00001868,ID,440189198511237636,广东公安局,广东,2025-01-26 13:25:25,1
C00001869,ID,440150199308273518,广东公安局,广东,2025-03-23 16:40:33,1
C00001870,ID,360113199808163751,江西公安局,江西,2025-05-26 03:19:58,1
C00001871,ID,430198199907129032,湖南公安局,湖南,2025-03-05 15:01:32,1
C00001872,ID,410156199609186162,河南公安局,河南,2025-04-05 22:22:33,1
C00001873,ID,410180198512234549,河南公安局,河南,2025-01-16 13:30:45,1
C00001874,ID,330196198105169699,浙江公安局,浙江,2025-03-16 14:59:46,1
C00001875,ID,330151199707075042,浙江公安局,浙江,2025-01-21 21:06:14,1
C00001876,ID,430105199001138887,湖南公安局,湖南,2025-04-23 21:17:29,1
C00001877,ID,500177200702051499,重庆公安局,重庆,2025-01-29 14:30:49,1
C00001878,ID,350157199509274341,福建公安局,福建,2025-04-27 13:36:47,1
C00001879,ID,500112200303034255,重庆公安局,重庆,2025-02-04 20:38:40,1
C00001880,ID,310195199802235385,上海公安局,上海,2025-06-06 21:57:24,1
C00001881,ID,330132198202238439,浙江公安局,浙江,2025-04-02 17:32:31,1
C00001882,ID,500168200203011859,重庆公安局,重庆,2025-05-11 16:09:45,1
C00001883,ID,110142199203150267,北京公安局,北京,2025-04-30 00:27:26,1
C00001884,ID,32010519921012403X,江苏公安局,江苏,2025-05-20 14:02:48,1
C00001885,ID,440109199103101193,广东公安局,广东,2025-02-20 17:14:33,1
C00001886,ID,530119199710028981,云南公安局,云南,2025-01-21 22:41:47,1
C00001887,ID,330119198111185932,浙江公安局,浙江,2025-01-05 21:34:11,1
C00001888,ID,410189198811276973,河南公安局,河南,2025-01-28 12:26:48,1
C00001889,ID,420153199007048718,湖北公安局,湖北,2025-02-27 14:23:59,1
C00001890,ID,510129199310042943,四川公安局,四川,2025-01-23 18:44:11,1
C00001891,ID,360181199707274985,江西公安局,江西,2025-01-15 14:06:29,1
C00001892,ID,410146199510224306,河南公安局,河南,2025-05-23 13:26:21,1
C00001893,ID,310169199705172922,上海公安局,上海,2025-05-23 22:40:13,1
C00001894,ID,430113199710208876,湖南公安局,湖南,2025-01-06 20:29:00,1
C00001895,ID,440175200104262254,广东公安局,广东,2025-05-21 14:33:36,1
C00001896,ID,440153200102150592,广东公安局,广东,2025-02-11 17:14:09,1
C00001897,ID,510166200310133308,四川公安局,四川,2025-06-20 21:38:10,1
C00001898,ID,430133199801149782,湖南公安局,湖南,2025-02-14 20:01:26,1
C00001899,ID,110123199212155183,北京公安局,北京,2025-03-31 15:12:03,1
C00001900,ID,420119199205287696,湖北公安局,湖北,2025-01-27 13:27:06,1
C00001901,ID,130145199706234641,河北公安局,河北,2025-05-01 12:01:34,1
C00001902,ID,320160199306144873,江苏公安局,江苏,2025-01-22 22:18:33,1
C00001903,ID,420145198905092388,湖北公安局,湖北,2025-01-28 13:29:09,1
C00001904,ID,440101199408191053,广东公安局,广东,2025-01-08 20:54:53,1
C00001905,ID,44019619900606244X,广东公安局,广东,2025-01-30 22:46:46,1
C00001906,ID,32018120000508881X,江苏公安局,江苏,2025-05-11 23:07:27,1
C00001907,ID,320197200006227739,江苏公安局,江苏,2025-03-27 13:13:50,1
C00001908,ID,430108199505057342,湖南公安局,湖南,2025-06-25 22:11:35,1
C00001909,ID,440167199104209853,广东公安局,广东,2025-03-10 21:06:09,1
C00001910,ID,110130198811183142,北京公安局,北京,2025-05-10 23:19:09,1
C00001911,ID,220172199411269338,吉林公安局,吉林,2025-05-13 22:38:31,1
C00001912,ID,370118199707109741,山东公安局,山东,2025-02-25 14:20:35,1
C00001913,ID,310132199102025453,上海公安局,上海,2025-03-29 00:02:46,1
C00001914,ID,440158200011108518,广东公安局,广东,2025-01-04 23:49:40,1
C00001915,ID,220131198401219036,吉林公安局,吉林,2025-05-01 19:53:37,1
C00001916,ID,320196199112173496,江苏公安局,江苏,2025-03-05 12:09:29,1
C00001917,ID,370114199703087201,山东公安局,山东,2025-02-26 13:49:02,1
C00001918,ID,61012119800816346X,陕西公安局,陕西,2025-02-08 17:49:12,1
C00001919,ID,130168199006046812,河北公安局,河北,2025-01-18 16:06:55,1
C00001920,ID,530119198806224990,云南公安局,云南,2025-03-08 01:25:26,1
C00001921,ID,37010319910524188X,山东公安局,山东,2025-04-23 21:22:56,1
C00001922,ID,610193199410124975,陕西公安局,陕西,2025-03-06 18:51:30,1
C00001923,ID,420177198606050752,湖北公安局,湖北,2025-04-06 11:28:12,1
C00001924,ID,510130198606189507,四川公安局,四川,2025-02-01 10:39:29,1
C00001925,ID,420105198411137290,湖北公安局,湖北,2025-04-10 21:28:07,1
C00001926,ID,410126198909121771,河南公安局,河南,2025-01-17 22:36:31,1
C00001927,ID,220166199201216345,吉林公安局,吉林,2025-05-10 21:31:03,1
C00001928,ID,110104197908231502,北京公安局,北京,2025-01-28 12:46:47,1
C00001929,ID,500181200110270908,重庆公安局,重庆,2025-04-24 22:27:12,1
C00001930,ID,500168199312262192,重庆公安局,重庆,2025-02-21 18:01:09,1
C00001931,ID,410112198010271650,河南公安局,河南,2025-04-17 13:09:04,1
C00001932,ID,370149200304162556,山东公安局,山东,2025-01-28 14:10:13,1
C00001933,ID,500137199008273634,重庆公安局,重庆,2025-03-16 13:24:31,1
C00001934,ID,510147198402025620,四川公安局,四川,2025-05-09 17:14:36,1
C00001935,ID,320129197808088338,江苏公安局,江苏,2025-01-15 21:40:13,1
C00001936,ID,410147198811080264,河南公安局,河南,2025-05-19 22:50:33,1
C00001937,ID,410135199901048435,河南公安局,河南,2025-01-30 13:15:09,1
C00001938,ID,310175199606190874,上海公安局,上海,2025-02-01 12:57:56,1
C00001939,ID,330166198407068289,浙江公安局,浙江,2025-03-21 12:47:50,1
C00001940,ID,530141198904168694,云南公安局,云南,2025-01-20 23:10:41,1
C00001941,ID,320107199612140430,江苏公安局,江苏,2025-02-06 13:15:04,1
C00001942,ID,36012319930102013X,江西公安局,江西,2025-01-25 13:25:52,1
C00001943,ID,330193197806198317,浙江公安局,浙江,2025-05-15 20:42:35,1
C00001944,ID,530172198702059339,云南公安局,云南,2025-04-04 18:35:49,1
C00001945,ID,370174200512172616,山东公安局,山东,2025-05-11 21:19:50,1
C00001946,ID,510156199206132446,四川公安局,四川,2025-02-15 20:31:03,1
C00001947,ID,530169198906210901,云南公安局,云南,2025-03-23 13:18:01,1
C00001948,ID,410185199310262986,河南公安局,河南,2025-05-14 23:36:57,1
C00001949,ID,370111200609272802,山东公安局,山东,2025-02-04 11:09:42,1
C00001950,ID,410184199807125171,河南公安局,河南,2025-02-09 12:48:54,1
C00001951,ID,410170198302285679,河南公安局,河南,2025-05-06 13:44:29,1
C00001952,ID,410185199910162102,河南公安局,河南,2025-01-29 22:56:09,1
C00001953,ID,370190199404080786,山东公安局,山东,2025-05-11 12:48:42,1
C00001954,ID,370149198207057260,山东公安局,山东,2025-01-27 13:08:46,1
C00001955,ID,360167199806113215,江西公安局,江西,2025-01-19 17:29:48,1
C00001956,ID,420123199505081846,湖北公安局,湖北,2025-04-21 10:29:41,1
C00001957,ID,510196199508119117,四川公安局,四川,2025-04-04 09:38:51,1
C00001958,ID,610161199407252406,陕西公安局,陕西,2025-01-11 18:27:29,1
C00001959,ID,510175199004035575,四川公安局,四川,2025-01-13 09:32:11,1
C00001960,ID,350119199206070343,福建公安局,福建,2025-04-17 19:17:46,1
C00001961,ID,220168199310179048,吉林公安局,吉林,2025-01-15 22:58:54,1
C00001962,ID,320152199406213565,江苏公安局,江苏,2025-01-13 23:02:55,1
C00001963,ID,130150197901210313,河北公安局,河北,2025-01-01 22:23:26,1
C00001964,ID,530190197805119638,云南公安局,云南,2025-06-08 22:47:45,1
C00001965,ID,440104198805219237,广东公安局,广东,2025-05-20 17:45:21,1
C00001966,ID,340188198503090347,安徽公安局,安徽,2025-03-02 11:33:19,1
C00001967,ID,220130198303202752,吉林公安局,吉林,2025-01-21 09:33:04,1
C00001968,ID,370170198604204421,山东公安局,山东,2025-01-16 12:28:19,1
C00001969,ID,370135199712214884,山东公安局,山东,2025-01-05 00:26:58,1
C00001970,ID,320181200603234776,江苏公安局,江苏,2025-05-13 21:19:23,1
C00001971,ID,210149199505114163,辽宁公安局,辽宁,2025-01-28 12:12:48,1
C00001972,ID,330199199010167213,浙江公安局,浙江,2025-01-24 12:33:57,1
C00001973,ID,410120198806173255,河南公安局,河南,2025-02-25 21:50:33,1
C00001974,ID,37017619860410172X,山东公安局,山东,2025-01-16 09:11:19,1
C00001975,ID,420165199907113808,湖北公安局,湖北,2025-04-07 15:10:43,1
C00001976,ID,320112198112103138,江苏公安局,江苏,2025-04-16 13:32:47,1
C00001977,ID,43016519870608100X,湖南公安局,湖南,2025-04-04 10:52:43,1
C00001978,ID,310199198906033367,上海公安局,上海,2025-04-20 12:53:21,1
C00001979,ID,13013419711121204X,河北公安局,河北,2025-04-12 21:55:24,1
C00001980,ID,320185199403045807,江苏公安局,江苏,2025-01-11 02:22:45,1
C00001981,ID,130103200712220459,河北公安局,河北,2025-03-25 19:51:53,1
C00001982,ID,110105199303288683,北京公安局,北京,2025-02-07 13:58:16,1
C00001983,ID,330133199003128035,浙江公安局,浙江,2025-01-14 11:14:25,1
C00001984,ID,500164198703044440,重庆公安局,重庆,2025-02-14 11:55:50,1
C00001985,ID,350142197811139630,福建公安局,福建,2025-01-13 19:25:08,1
C00001986,ID,330103198707137551,浙江公安局,浙江,2025-03-10 10:13:21,1
C00001987,ID,33013419990619251X,浙江公安局,浙江,2025-02-04 13:47:40,1
C00001988,ID,310136199401199352,上海公安局,上海,2025-01-21 12:45:23,1
C00001989,ID,330121199703171530,浙江公安局,浙江,2025-01-14 20:46:36,1
C00001990,ID,430145199111028444,湖南公安局,湖南,2025-05-24 16:33:32,1
C00001991,ID,370170200311283568,山东公安局,山东,2025-02-13 20:41:31,1
C00001992,ID,440185199709194466,广东公安局,广东,2025-04-30 06:59:47,1
C00001993,ID,410147198910243161,河南公安局,河南,2025-02-13 19:07:06,1
C00001994,ID,610123200205225140,陕西公安局,陕西,2025-05-22 23:16:44,1
C00001995,ID,420172198809042224,湖北公安局,湖北,2025-05-16 23:21:19,1
C00001996,ID,410177198311035043,河南公安局,河南,2025-01-24 19:52:13,1
C00001997,ID,330161198902175872,浙江公安局,浙江,2025-02-27 13:13:45,1
C00001998,ID,430147199106080400,湖南公安局,湖南,2025-02-01 10:54:20,1
C00001999,ID,44017519950902948X,广东公安局,广东,2025-04-04 22:46:05,1
C00002000,ID,430130198001128920,湖南公安局,湖南,2025-01-20 22:08:45,1
C00002001,ID,320193199204280599,江苏公安局,江苏,2025-05-16 16:36:03,1
C00002002,ID,440104199207266097,广东公安局,广东,2025-01-13 13:45:36,1
C00002003,ID,440120198202273656,广东公安局,广东,2025-01-03 13:02:05,1
C00002004,ID,53016019941202441X,云南公安局,云南,2025-05-15 12:16:33,1
C00002005,ID,420153199309096678,湖北公安局,湖北,2025-05-07 13:02:07,1
C00002006,ID,330139199812269071,浙江公安局,浙江,2025-04-01 16:21:11,1
C00002007,ID,430154198606205598,湖南公安局,湖南,2025-04-26 14:19:47,1
C00002008,ID,510110198911234487,四川公安局,四川,2025-04-27 18:49:42,1
C00002009,ID,41014320051227141X,河南公安局,河南,2025-05-13 21:51:07,1
C00002010,ID,410186199407164182,河南公安局,河南,2025-02-24 21:55:41,1
C00002011,ID,440154199901085767,广东公安局,广东,2025-02-18 22:35:58,1
C00002012,ID,430183198505208951,湖南公安局,湖南,2025-02-15 16:54:29,1
C00002013,ID,510115199509048498,四川公安局,四川,2025-05-08 22:38:51,1
C00002014,ID,340129200205110303,安徽公安局,安徽,2025-04-06 23:03:46,1
C00002015,ID,420101199111183067,湖北公安局,湖北,2025-04-08 16:09:16,1
C00002016,ID,330109198909226569,浙江公安局,浙江,2025-01-07 20:37:29,1
C00002017,ID,370137197503118734,山东公安局,山东,2025-05-25 14:06:51,1
C00002018,ID,420176198410182300,湖北公安局,湖北,2025-05-12 20:55:26,1
C00002019,ID,410149198912147504,河南公安局,河南,2025-01-15 14:05:30,1
C00002020,ID,11014719990202566X,北京公安局,北京,2025-06-07 08:14:02,1
C00002021,ID,410195200012111547,河南公安局,河南,2025-03-22 13:41:54,1
C00002022,ID,360142200410238845,江西公安局,江西,2025-01-10 22:16:14,1
C00002023,ID,310171197804062668,上海公安局,上海,2025-05-14 00:39:42,1
C00002024,ID,32013019920707623X,江苏公安局,江苏,2025-05-06 02:46:58,1
C00002025,ID,310134198901221758,上海公安局,上海,2025-04-10 22:34:42,1
C00002026,ID,420187198507122397,湖北公安局,湖北,2025-05-25 22:15:03,1
C00002027,ID,370187199012249273,山东公安局,山东,2025-02-14 07:34:32,1
C00002028,ID,340183200205180211,安徽公安局,安徽,2025-01-12 21:47:33,1
C00002029,ID,330178198701097801,浙江公安局,浙江,2025-01-06 18:26:16,1
C00002030,ID,510138199309249564,四川公安局,四川,2025-01-24 21:01:45,1
C00002031,ID,110146199808272473,北京公安局,北京,2025-03-07 14:19:46,1
C00002032,ID,440145200209152897,广东公安局,广东,2025-02-09 14:33:53,1
C00002033,ID,440101200504206353,广东公安局,广东,2025-05-11 22:08:19,1
C00002034,ID,530146198807051066,云南公安局,云南,2025-01-05 22:37:40,1
C00002035,ID,440145199605148130,广东公安局,广东,2025-01-21 16:25:11,1
C00002036,ID,43014319920913017X,湖南公安局,湖南,2025-02-22 12:50:54,1
C00002037,ID,410197199909284853,河南公安局,河南,2025-05-03 13:22:23,1
C00002038,ID,530151198504225373,云南公安局,云南,2025-05-31 16:03:33,1
C00002039,ID,370161200309038145,山东公安局,山东,2025-04-01 10:15:33,1
C00002040,ID,230152199111140029,黑龙江公安局,黑龙江,2025-04-10 21:01:36,1
C00002041,ID,410141198611222717,河南公安局,河南,2025-03-14 18:17:55,1
C00002042,ID,320114199311110207,江苏公安局,江苏,2025-01-24 22:27:22,1
C00002043,ID,500143198711242832,重庆公安局,重庆,2025-01-16 21:42:22,1
C00002044,ID,370165199409233976,山东公安局,山东,2025-04-13 12:44:09,1
C00002045,ID,440151199401212062,广东公安局,广东,2025-02-01 16:52:48,1
C00002046,ID,440131199401153052,广东公安局,广东,2025-03-23 17:17:46,1
C00002047,ID,130154199507088844,河北公安局,河北,2025-02-04 13:59:56,1
C00002048,ID,440150199906202517,广东公安局,广东,2025-04-27 15:15:23,1
C00002049,ID,370111199606072092,山东公安局,山东,2025-04-22 21:51:36,1
C00002050,ID,230134199306095819,黑龙江公安局,黑龙江,2025-03-15 01:48:51,1
C00002051,ID,350128198503189836,福建公安局,福建,2025-02-14 09:24:03,1
C00002052,ID,420191199302120311,湖北公安局,湖北,2025-02-04 15:30:44,1
C00002053,ID,230169198710058169,黑龙江公安局,黑龙江,2025-05-23 17:45:00,1
C00002054,ID,350106199002269033,福建公安局,福建,2025-03-09 10:13:44,1
C00002055,ID,220115199404147335,吉林公安局,吉林,2025-02-04 13:24:01,1
C00002056,ID,350184199203113915,福建公安局,福建,2025-04-04 13:21:58,1
C00002057,ID,370160199606144903,山东公安局,山东,2025-04-28 16:28:02,1
C00002058,ID,370159198901055153,山东公安局,山东,2025-01-28 23:33:53,1
C00002059,ID,500166198608100523,重庆公安局,重庆,2025-01-06 21:52:53,1
C00002060,ID,320123197101026952,江苏公安局,江苏,2025-04-30 21:20:56,1
C00002061,ID,330152199901045716,浙江公安局,浙江,2025-05-13 17:15:58,1
C00002062,ID,420183198712200029,湖北公安局,湖北,2025-02-25 14:03:17,1
C00002063,ID,370199198711088326,山东公安局,山东,2025-02-06 12:13:13,1
C00002064,ID,130135199701207027,河北公安局,河北,2025-02-13 18:12:21,1
C00002065,ID,32014319880221792X,江苏公安局,江苏,2025-02-23 17:43:28,1
C00002066,ID,430112198711200349,湖南公安局,湖南,2025-01-24 13:35:49,1
C00002067,ID,320193200410246952,江苏公安局,江苏,2025-04-05 13:37:17,1
C00002068,ID,440147199303061075,广东公安局,广东,2025-01-11 15:53:00,1
C00002069,ID,340169198711026076,安徽公安局,安徽,2025-04-03 10:24:14,1
C00002070,ID,440132199601115057,广东公安局,广东,2025-01-13 14:21:50,1
C00002071,ID,320188199310232370,江苏公安局,江苏,2025-02-19 17:57:59,1
C00002072,ID,50017919981112149X,重庆公安局,重庆,2025-01-17 21:35:33,1
C00002073,ID,420114200411228367,湖北公安局,湖北,2025-01-05 10:52:02,1
C00002074,ID,21017819920902101X,辽宁公安局,辽宁,2025-01-16 19:16:24,1
C00002075,ID,310145200103145083,上海公安局,上海,2025-04-07 17:53:42,1
C00002076,ID,340199199102016860,安徽公安局,安徽,2025-02-13 20:18:17,1
C00002077,ID,330184198712185695,浙江公安局,浙江,2025-01-17 07:24:34,1
C00002078,ID,410170199910181632,河南公安局,河南,2025-06-04 20:56:14,1
C00002079,ID,370128200104220545,山东公安局,山东,2025-04-17 22:21:01,1
C00002080,ID,500133198809080082,重庆公安局,重庆,2025-02-14 11:58:57,1
C00002081,ID,440167199804280298,广东公安局,广东,2025-06-02 23:17:21,1
C00002082,ID,340198200306242850,安徽公安局,安徽,2025-04-21 22:42:30,1
C00002083,ID,410172198907145751,河南公安局,河南,2025-02-10 15:13:16,1
C00002084,ID,430185199810163734,湖南公安局,湖南,2025-01-22 16:40:23,1
C00002085,ID,500145199603209063,重庆公安局,重庆,2025-01-22 07:28:05,1
C00002086,ID,36018619781012497X,江西公安局,江西,2025-03-06 22:44:43,1
C00002087,ID,350119198603136938,福建公安局,福建,2025-05-20 01:34:41,1
C00002088,ID,61011819920101362X,陕西公安局,陕西,2025-02-25 07:27:14,1
C00002089,ID,440155198507138295,广东公安局,广东,2025-04-17 20:09:56,1
C00002090,ID,110156199412279057,北京公安局,北京,2025-04-27 14:00:11,1
C00002091,ID,210154198906011153,辽宁公安局,辽宁,2025-01-14 14:18:12,1
C00002092,ID,340198200206275225,安徽公安局,安徽,2025-05-09 14:23:42,1
C00002093,ID,410108199312181386,河南公安局,河南,2025-04-29 22:40:43,1
C00002094,ID,320103200002229243,江苏公安局,江苏,2025-01-05 22:16:50,1
C00002095,ID,420168199106259443,湖北公安局,湖北,2025-01-27 14:15:01,1
C00002096,ID,61018019860721218X,陕西公安局,陕西,2025-05-13 11:58:24,1
C00002097,ID,510154198605268300,四川公安局,四川,2025-01-10 21:36:50,1
C00002098,ID,410143198503231635,河南公安局,河南,2025-04-08 13:19:46,1
C00002099,ID,340178198511015168,安徽公安局,安徽,2025-02-14 12:31:46,1
C00002100,ID,420170199407010133,湖北公安局,湖北,2025-01-18 23:09:05,1
C00002101,ID,310108199312114972,上海公安局,上海,2025-01-08 13:20:39,1
C00002102,ID,440104199910192341,广东公安局,广东,2025-01-29 22:29:03,1
C00002103,ID,370192199401283230,山东公安局,山东,2025-03-05 22:29:52,1
C00002104,ID,370134198805149347,山东公安局,山东,2025-05-19 20:17:38,1
C00002105,ID,430171199908090563,湖南公安局,湖南,2025-01-11 21:27:13,1
C00002106,ID,510102199304238480,四川公安局,四川,2025-03-31 16:02:01,1
C00002107,ID,330117199012201732,浙江公安局,浙江,2025-01-25 14:04:17,1
C00002108,ID,210102199304258982,辽宁公安局,辽宁,2025-04-09 12:55:59,1
C00002109,ID,230146197408060402,黑龙江公安局,黑龙江,2025-01-04 12:25:48,1
C00002110,ID,220153200311280675,吉林公安局,吉林,2025-01-21 23:29:22,1
C00002111,ID,310141199301082190,上海公安局,上海,2025-03-21 15:12:57,1
C00002112,ID,420144199404074200,湖北公安局,湖北,2025-01-06 22:07:11,1
C00002113,ID,370125200111068220,山东公安局,山东,2025-05-02 19:35:09,1
C00002114,ID,510169200206212566,四川公安局,四川,2025-05-24 14:31:21,1
C00002115,ID,110181199409115728,北京公安局,北京,2025-01-25 20:04:57,1
C00002116,ID,320125198812143909,江苏公安局,江苏,2025-03-27 10:36:12,1
C00002117,ID,330124198902200546,浙江公安局,浙江,2025-06-06 21:03:27,1
C00002118,ID,440128199312183112,广东公安局,广东,2025-04-24 12:37:53,1
C00002119,ID,13010519980813689X,河北公安局,河北,2025-02-04 21:49:54,1
C00002120,ID,210120199510133868,辽宁公安局,辽宁,2025-05-06 13:10:05,1
C00002121,ID,420162199806059313,湖北公安局,湖北,2025-01-01 09:46:50,1
C00002122,ID,230101200106206164,黑龙江公安局,黑龙江,2025-02-21 23:32:19,1
C00002123,ID,11010219890116947X,北京公安局,北京,2025-01-16 13:54:39,1
C00002124,ID,230141200312061382,黑龙江公安局,黑龙江,2025-01-04 17:55:41,1
C00002125,ID,340165199304254791,安徽公安局,安徽,2025-02-09 23:34:45,1
C00002126,ID,32014119891201483X,江苏公安局,江苏,2025-01-31 02:49:17,1
C00002127,ID,370125198101237924,山东公安局,山东,2025-03-09 22:02:19,1
C00002128,ID,21012119941017540X,辽宁公安局,辽宁,2025-01-31 15:16:31,1
C00002129,ID,130114199001167026,河北公安局,河北,2025-04-02 14:55:14,1
C00002130,ID,340158200010278941,安徽公安局,安徽,2025-02-12 13:09:30,1
C00002131,ID,410106199109257856,河南公安局,河南,2025-01-17 21:47:22,1
C00002132,ID,31010920030206079X,上海公安局,上海,2025-01-18 13:24:32,1
C00002133,ID,340192199806234087,安徽公安局,安徽,2025-04-21 12:40:21,1
C00002134,ID,510173199911251519,四川公安局,四川,2025-04-07 22:53:12,1
C00002135,ID,51011419840110678X,四川公安局,四川,2025-01-14 21:09:47,1
C00002136,ID,130144200108187231,河北公安局,河北,2025-05-06 13:50:59,1
C00002137,ID,360190198606129107,江西公安局,江西,2025-01-14 14:49:54,1
C00002138,ID,110150197206065528,北京公安局,北京,2025-02-26 01:52:03,1
C00002139,ID,340104197704143554,安徽公安局,安徽,2025-02-09 21:30:11,1
C00002140,ID,420191199204093671,湖北公安局,湖北,2025-02-12 12:18:35,1
C00002141,ID,130197197611068641,河北公安局,河北,2025-02-11 18:04:12,1
C00002142,ID,130170200406170238,河北公安局,河北,2025-05-04 11:42:03,1
C00002143,ID,610103199111159137,陕西公安局,陕西,2025-02-28 12:27:58,1
C00002144,ID,430146198704179987,湖南公安局,湖南,2025-02-11 15:45:06,1
C00002145,ID,23015319981026836X,黑龙江公安局,黑龙江,2025-04-13 11:10:59,1
C00002146,ID,110194199810109246,北京公安局,北京,2025-02-14 20:39:13,1
C00002147,ID,210171199606112631,辽宁公安局,辽宁,2025-03-20 21:28:43,1
C00002148,ID,320188198805265583,江苏公安局,江苏,2025-01-22 13:11:01,1
C00002149,ID,610193200101141056,陕西公安局,陕西,2025-01-09 22:34:47,1
C00002150,ID,340118198809080361,安徽公安局,安徽,2025-01-19 11:44:02,1
C00002151,ID,510118199407071741,四川公安局,四川,2025-05-07 13:59:25,1
C00002152,ID,440141199711051476,广东公安局,广东,2025-02-08 21:38:09,1
C00002153,ID,310137199410105131,上海公安局,上海,2025-01-27 11:22:43,1
C00002154,ID,410146199512202047,河南公安局,河南,2025-06-17 18:36:22,1
C00002155,ID,330168199311174156,浙江公安局,浙江,2025-04-28 20:55:51,1
C00002156,ID,320166199111138033,江苏公安局,江苏,2025-03-30 22:28:41,1
C00002157,ID,440199200508099087,广东公安局,广东,2025-01-26 14:36:25,1
C00002158,ID,370192199910219894,山东公安局,山东,2025-01-17 10:15:19,1
C00002159,ID,420110200106182328,湖北公安局,湖北,2025-01-13 14:07:37,1
C00002160,ID,37019619910905126X,山东公安局,山东,2025-01-15 14:04:59,1
C00002161,ID,310189198110109175,上海公安局,上海,2025-05-03 11:55:13,1
C00002162,ID,320121200502222956,江苏公安局,江苏,2025-01-20 22:13:12,1
C00002163,ID,610154199210044861,陕西公安局,陕西,2025-03-15 23:36:55,1
C00002164,ID,410190198011177155,河南公安局,河南,2025-02-06 12:31:10,1
C00002165,ID,370159198302222597,山东公安局,山东,2025-01-19 14:15:53,1
C00002166,ID,420194199106054395,湖北公安局,湖北,2025-03-31 20:58:32,1
C00002167,ID,510190198904280487,四川公安局,四川,2025-02-14 23:00:35,1
C00002168,ID,130165200109124488,河北公安局,河北,2025-01-07 21:29:15,1
C00002169,ID,42014919831121278X,湖北公安局,湖北,2025-03-30 18:22:28,1
C00002170,ID,420122199802112809,湖北公安局,湖北,2025-02-15 20:35:06,1
